Name;Latitude;Longitude;Capacity
facil_1;753,0;355,0;10000000000
facil_2;663,0;83,0;10000000000
facil_3;725,0;286,0;10000000000
facil_4;581,0;444,0;10000000000
facil_5;700,0;205,0;10000000000
facil_6;630,0;475,0;10000000000
facil_7;560,0;407,0;10000000000
facil_8;848,0;374,0;10000000000
facil_9;752,0;315,0;10000000000
facil_10;454,0;310,0;10000000000
facil_11;685,0;227,0;10000000000
facil_12;747,0;468,0;10000000000
facil_13;540,0;348,0;10000000000
facil_14;882,0;346,0;10000000000
facil_15;762,0;228,0;10000000000
facil_16;884,0;307,0;10000000000
facil_17;681,0;274,0;10000000000
facil_18;761,0;254,0;10000000000
facil_19;791,0;205,0;10000000000
facil_20;699,0;559,0;10000000000
facil_21;694,0;352,0;10000000000
facil_22;679,0;11,0;10000000000
facil_23;656,0;446,0;10000000000
facil_24;428,0;487,0;10000000000
facil_25;838,0;395,0;10000000000
facil_26;554,0;590,0;10000000000
facil_27;567,0;250,0;10000000000
facil_28;769,0;381,0;10000000000
facil_29;753,0;20,0;10000000000
facil_30;710,0;296,0;10000000000
facil_31;653,0;489,0;10000000000
facil_32;711,0;447,0;10000000000
facil_33;516,0;322,0;10000000000
facil_34;704,0;265,0;10000000000
facil_35;742,0;358,0;10000000000
facil_36;578,0;423,0;10000000000
facil_37;923,0;378,0;10000000000
facil_38;451,0;120,0;10000000000
facil_39;449,0;254,0;10000000000
facil_40;626,0;264,0;10000000000
facil_41;701,0;203,0;10000000000
facil_42;751,0;293,0;10000000000
facil_43;835,0;0,0;10000000000
facil_44;810,0;318,0;10000000000
facil_45;640,0;218,0;10000000000
facil_46;493,0;226,0;10000000000
facil_47;483,0;445,0;10000000000
facil_48;671,0;134,0;10000000000
facil_49;465,0;361,0;10000000000
facil_50;521,0;69,0;10000000000
facil_51;894,0;399,0;10000000000
facil_52;824,0;388,0;10000000000
facil_53;605,0;238,0;10000000000
facil_54;848,0;251,0;10000000000
facil_55;561,0;443,0;10000000000
facil_56;663,0;9,0;10000000000
facil_57;768,0;339,0;10000000000
facil_58;634,0;426,0;10000000000
facil_59;590,0;60,0;10000000000
facil_60;735,0;280,0;10000000000
facil_61;842,0;365,0;10000000000
facil_62;671,0;124,0;10000000000
facil_63;680,0;251,0;10000000000
facil_64;615,0;361,0;10000000000
facil_65;558,0;451,0;10000000000
facil_66;884,0;356,0;10000000000
facil_67;746,0;384,0;10000000000
facil_68;687,0;227,0;10000000000
facil_69;855,0;350,0;10000000000
facil_70;656,0;450,0;10000000000
facil_71;560,0;459,0;10000000000
facil_72;591,0;433,0;10000000000
facil_73;451,0;36,0;10000000000
facil_74;747,0;26,0;10000000000
facil_75;753,0;384,0;10000000000
facil_76;530,0;259,0;10000000000
facil_77;739,0;215,0;10000000000
facil_78;537,0;267,0;10000000000
facil_79;742,0;304,0;10000000000
facil_80;509,0;418,0;10000000000
facil_81;667,0;17,0;10000000000
facil_82;534,0;297,0;10000000000
facil_83;605,0;382,0;10000000000
facil_84;470,0;482,0;10000000000
facil_85;817,0;366,0;10000000000
facil_86;815,0;268,0;10000000000
facil_87;728,0;264,0;10000000000
facil_88;778,0;44,0;10000000000
facil_89;856,0;360,0;10000000000
facil_90;818,0;284,0;10000000000
facil_91;666,0;107,0;10000000000
facil_92;628,0;378,0;10000000000
facil_93;538,0;317,0;10000000000
facil_94;715,0;34,0;10000000000
